ticker,cik,name,status,has_ai_disclosure,total_ai_mentions,risk_text_length,cat_core_ai,cat_ai_tech,cat_ai_risk,cat_ai_infra,cat_ai_regulation,cat_mit4_malicious,cat_mit5_human,cat_mit6_socio,cat_mit6_environ,cat_mit7_safety,kw_nvidia,kw_data_center,kw_gpu,kw_sustainability,kw_compute,kw_ai_model,kw_misuse,kw_eu_ai_act,kw_generative_ai,kw_llm,kw_bias,kw_artificial_intelligence,kw_machine_learning,kw_large_language_model,kw_algorithm,kw_monopol,kw_ai_system,kw_ai_regulation,kw_disinformation,kw_misinformation,kw_environmental_impact,kw_automation,kw_energy_consumption,kw_autonomous,kw_cyberattack,kw_manipulation,kw_agentic,kw_training_data,kw_ai_agent,kw_data_center_energy,kw_ai_governance,kw_responsible_ai,kw_computer_vision,kw_carbon_footprint,kw_robotics,kw_labor_disruption,kw_uncontrollable,kw_misalignment,kw_human_oversight,kw_ai_safety,kw_explainability,kw_dual-use,kw_nlp,kw_predictive_analytics,kw_adversarial,kw_ai_legislation,kw_hallucination,kw_neural_network,kw_ai_ethics,kw_algorithmic_accountability,kw_natural_language_processing,kw_overreliance,kw_job_displacement,kw_jailbreak,kw_weaponiz,kw_deep_learning,kw_over-reliance
BILL,1786352,"BILL Holdings, Inc.",analyzed,True,34,186688.0,10.0,5.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,2.0,,7.0,,,7.0,2.0,1.0,,,1.0,2.0,5.0,2.0,,4.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
BKH,1130464,BLACK HILLS CORP /SD/,analyzed,True,5,39907.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
VNT,1786842,Vontier Corp,analyzed,True,8,91114.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
CNX,1070412,CNX Resources Corp,analyzed,True,6,105838.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRTC,1388658,"iRhythm Technologies, Inc.",analyzed,True,30,187291.0,13.0,6.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,,,,1.0,4.0,2.0,,,,3.0,3.0,4.0,3.0,,4.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
BMI,9092,BADGER METER INC,analyzed,True,19,27441.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,,,,4.0,,,1.0,,,,,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRSP,1674416,CRISPR Therapeutics AG,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVLT,1169561,COMMVAULT SYSTEMS INC,analyzed,True,10,71393.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,,,1.0,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REZI,1740332,"RESIDEO TECHNOLOGIES, INC.",analyzed,True,12,92310.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,2.0,,,,,2.0,,2.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THO,730263,THOR INDUSTRIES INC,analyzed,True,11,71534.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,2.0,,,,,3.0,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR,784977,PORTLAND GENERAL ELECTRIC CO /OR/,analyzed,True,5,50563.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
PACS,2001184,"PACS Group, Inc.",analyzed,True,20,193360.0,12.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,2.0,,,,,12.0,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
ACA,1739445,"Arcosa, Inc.",analyzed,True,10,80006.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,,,,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPCH,1014739,"Option Care Health, Inc.",analyzed,True,3,62452.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFPI,912767,UFP INDUSTRIES INC,analyzed,True,2,15936.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POST,1530950,"Post Holdings, Inc.",analyzed,True,15,123191.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,,,,7.0,1.0,,1.0,,3.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLG,910073,"FLAGSTAR BANK, NATIONAL ASSOCIATION",analyzed,True,8,85448.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSW,1624794,"CSW INDUSTRIALS, INC.",analyzed,True,6,219307.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPP,1482512,"Hudson Pacific Properties, Inc.",analyzed,True,3,97912.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGM,1897762,Ingram Micro Holding Corp,analyzed,True,12,174337.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,,,,2.0,2.0,,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
ANF,1018840,ABERCROMBIE & FITCH CO /DE/,analyzed,True,9,116881.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,3.0,,,,,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCB,351569,Ameris Bancorp,analyzed,True,19,66530.0,4.0,0.0,1.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,,,,,3.0,,,,,,1.0,3.0,1.0,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
ETSY,1370637,ETSY INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIF,1581760,"Life360, Inc.",analyzed,True,57,256152.0,31.0,2.0,0.0,18.0,0.0,3.0,1.0,0.0,2.0,0.0,,12.0,,1.0,5.0,,3.0,,2.0,19.0,,3.0,,,2.0,,7.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
ESE,866706,ESCO TECHNOLOGIES INC,analyzed,True,4,29631.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACC,885550,CREDIT ACCEPTANCE CORP,analyzed,True,14,45313.0,1.0,2.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,8.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEX,1309108,WEX Inc.,analyzed,True,37,141226.0,7.0,3.0,2.0,3.0,0.0,7.0,0.0,0.0,15.0,0.0,,,,14.0,3.0,,,,1.0,,2.0,4.0,2.0,,1.0,,,,,,,1.0,,,7.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
MRP,2017206,"Millrose Properties, Inc.",analyzed,True,22,411723.0,3.0,4.0,1.0,2.0,0.0,7.0,0.0,0.0,5.0,0.0,,,,5.0,1.0,,3.0,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRG,1286043,KITE REALTY GROUP TRUST,analyzed,True,7,85001.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,,,,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTM,776867,WHITE MOUNTAINS INSURANCE GROUP LTD,analyzed,True,4,61123.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPI,1031203,GROUP 1 AUTOMOTIVE INC,analyzed,True,13,95815.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,2.0,0.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APGE,1974640,"Apogee Therapeutics, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUB,883948,Atlantic Union Bankshares Corp,analyzed,True,17,136872.0,1.0,1.0,0.0,7.0,0.0,5.0,2.0,0.0,1.0,0.0,,,,1.0,7.0,,4.0,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,1822966,NUSCALE POWER Corp,analyzed,True,18,165199.0,3.0,0.0,0.0,7.0,0.0,4.0,1.0,0.0,3.0,0.0,,4.0,,1.0,3.0,,,,,,,2.0,,1.0,,,,,1.0,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNTX,355811,GENTEX CORP,analyzed,True,3,29423.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCY,64996,MERCURY GENERAL CORP,analyzed,True,7,66473.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,4.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC,1596967,Moelis & Co,analyzed,True,2,63725.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REYN,1786431,Reynolds Consumer Products Inc.,analyzed,True,12,78945.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0,0.0,,,,4.0,1.0,,4.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMSI,856982,MERIT MEDICAL SYSTEMS INC,analyzed,True,15,160437.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,11.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSTR,853816,LANDSTAR SYSTEM INC,analyzed,True,10,40541.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,1583708,"SentinelOne, Inc.",analyzed,True,46,197155.0,17.0,6.0,2.0,4.0,0.0,16.0,0.0,0.0,1.0,0.0,,1.0,,1.0,3.0,3.0,9.0,,10.0,,2.0,3.0,,1.0,2.0,,,,,,,3.0,,1.0,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
HRI,1364479,HERC HOLDINGS INC,analyzed,True,6,63938.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
MTH,833079,Meritage Homes CORP,analyzed,True,3,49345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORZ,1839341,"Core Scientific, Inc./tx",analyzed,True,43,152156.0,12.0,6.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.0,1.0,,18.0,,1.0,,,1.0,,4.0,7.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEX,913760,StoneX Group Inc.,analyzed,True,8,71852.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZR,1590895,"Caesars Entertainment, Inc.",analyzed,True,9,74344.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST,1477294,Sensata Technologies Holding plc,analyzed,True,4,71928.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
BCPC,9326,BALCHEM CORP,analyzed,True,8,46270.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,1.0,2.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
GVA,861459,GRANITE CONSTRUCTION INC,analyzed,True,25,120866.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,,,,17.0,,,1.0,,,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
CCC,1818201,CCC Intelligent Solutions Holdings Inc.,analyzed,True,30,156767.0,4.0,4.0,3.0,6.0,0.0,3.0,0.0,0.0,10.0,0.0,,2.0,,10.0,2.0,1.0,2.0,,,,2.0,,3.0,,1.0,,,1.0,,,,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGM,866291,"ALLEGRO MICROSYSTEMS, INC.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HHH,1981792,Howard Hughes Holdings Inc.,analyzed,True,16,106579.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,12.0,0.0,,,,10.0,1.0,,1.0,,,,,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,912242,MACERICH CO,analyzed,True,9,121932.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIGI,230557,SELECTIVE INSURANCE GROUP INC,analyzed,True,5,56115.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
TGTX,1001316,"TG THERAPEUTICS, INC.",analyzed,True,12,251044.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,1.0,,,,,,6.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
GOLF,1672013,Acushnet Holdings Corp.,analyzed,True,16,134082.0,5.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,4.0,,4.0,,4.0,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCO,78890,BRINKS CO,analyzed,True,8,46953.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,,2.0,,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKY,90896,"Champion Homes, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR,1126956,SPIRE INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WK,1445305,WORKIVA INC,analyzed,True,88,145656.0,6.0,5.0,1.0,4.0,0.0,3.0,1.0,0.0,68.0,0.0,,3.0,,68.0,1.0,,3.0,,1.0,,,2.0,3.0,,,,,,,,,5.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
CROX,1334036,"Crocs, Inc.",analyzed,True,1,5850.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIW,935036,"ACI WORLDWIDE, INC.",analyzed,True,12,78548.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,,,6.0,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUN,1840856,"SOUNDHOUND AI, INC.",analyzed,True,35,129013.0,21.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,,7.0,,,2.0,1.0,,,8.0,1.0,2.0,1.0,2.0,,,,8.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
GHC,104889,Graham Holdings Co,analyzed,True,27,188662.0,16.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,4.0,,,,4.0,7.0,1.0,5.0,,,3.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELC,1603454,Celcuity Inc.,analyzed,True,19,108988.0,12.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,,1.0,,1.0,4.0,2.0,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
RDN,890926,RADIAN GROUP INC,analyzed,True,44,291166.0,20.0,3.0,5.0,6.0,0.0,9.0,0.0,0.0,1.0,0.0,,,,1.0,6.0,,2.0,,,3.0,3.0,8.0,8.0,,3.0,,1.0,1.0,,,,,,,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PECO,1476204,"Phillips Edison & Company, Inc.",analyzed,True,10,130580.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,4.0,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDC,913142,BELDEN INC.,analyzed,True,7,41019.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSAT,797721,VIASAT INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSM,1003078,MSC INDUSTRIAL DIRECT CO INC,analyzed,True,13,46505.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRC,1025996,KILROY REALTY CORP,analyzed,True,24,134866.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,15.0,0.0,,,,14.0,3.0,,1.0,,,,1.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC,14930,BRUNSWICK CORP,analyzed,True,8,57632.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAZ,1311370,"Lazard, Inc.",analyzed,True,6,96030.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,1299709,"Axos Financial, Inc.",analyzed,True,22,161278.0,11.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,5.0,7.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOSE,1805077,"Eos Energy Enterprises, Inc.",analyzed,True,6,107562.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNI,1258602,NELNET INC,analyzed,True,20,85023.0,6.0,1.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,,2.0,,,3.0,,1.0,,,,1.0,3.0,2.0,,,,1.0,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPST,1647639,"Upstart Holdings, Inc.",analyzed,True,103,296376.0,82.0,10.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,,,4.0,55.0,1.0,,11.0,5.0,1.0,1.0,8.0,,4.0,,2.0,1.0,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OSCR,1568651,"Oscar Health, Inc.",analyzed,True,28,171529.0,18.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,6.0,0.0,,,,6.0,2.0,,1.0,,,12.0,,4.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERN,1831363,"Terns Pharmaceuticals, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBRA,1492298,"Sabra Health Care REIT, Inc.",analyzed,True,5,79995.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHC,1822479,Sotera Health Co,analyzed,True,3,149846.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
SRRK,1727196,Scholar Rock Holding Corp,analyzed,True,36,246804.0,25.0,0.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,4.0,,1.0,,,5.0,4.0,16.0,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
CRNX,1658247,"Crinetics Pharmaceuticals, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABG,1144980,ASBURY AUTOMOTIVE GROUP INC,analyzed,True,11,134882.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUR,717423,MURPHY OIL CORP,analyzed,True,18,62844.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,,,,5.0,3.0,,,,,1.0,,3.0,2.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS,1032220,"MAXIMUS, INC.",analyzed,True,9,58534.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,1.0,,1.0,,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
CE,1306830,Celanese Corp,analyzed,True,27,84164.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,,,,20.0,,,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CVCO,278166,"CAVCO INDUSTRIES, INC.",analyzed,True,5,44195.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAUR,912766,"LAUREATE EDUCATION, INC.",analyzed,True,30,61952.0,15.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,13.0,,,,1.0,8.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNDR,1692063,"Schneider National, Inc.",analyzed,True,8,70113.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMA,1368514,"ADMA BIOLOGICS, INC.",analyzed,True,15,156958.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,,,,6.0,2.0,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
